transaction_id,supporter_id,appeal_id,campaign_id,fund_id,date,amount,payment_method
22760,790,29,11,5,21/12/2024,3624.9,Credit Card
24339,1940,29,11,5,19/12/2024,3623.88,Check
16717,335,21,8,3,22/08/2022,3623.86,Bank Transfer
50071,4558,57,20,3,07/06/2021,3623.22,Check
29237,13,33,11,5,21/03/2025,3622.94,Check
28754,335,33,11,5,12/03/2025,3622.7,Check
10861,3144,14,5,4,25/01/2024,3621.88,Credit Card
34661,478,38,13,3,13/04/2024,3620.44,Credit Card
28791,3406,33,11,5,23/03/2025,3620.18,Check
51307,178,61,21,5,19/04/2022,3619.9,Bank Transfer
7666,358,7,2,8,23/12/2024,3616.7,Check
274,3488,1,1,8,06/07/2022,3615.6,Credit Card
8117,619,8,3,3,10/07/2021,3614.86,Credit Card
10646,453,13,5,7,25/11/2023,3614.02,Credit Card
9567,374,12,4,5,06/01/2024,3613.7,Credit Card
42008,2804,48,17,4,15/08/2024,3613.5,Credit Card
32481,713,37,13,5,24/02/2024,3611.62,Credit Card
22941,223,29,11,5,25/12/2024,3611.46,Check
25743,1306,30,11,5,27/11/2024,3611.26,Other
49600,2501,54,19,3,12/12/2024,3610.2,Check
36363,4842,40,14,3,11/03/2025,3609.42,Credit Card
9741,404,12,4,5,09/01/2024,3608.86,Bank Transfer
22240,625,28,10,8,05/10/2024,3608.56,Check
15353,142,19,7,6,11/10/2023,3608.5,Credit Card
46733,2501,53,19,3,10/10/2024,3608.34,Check
8105,157,8,3,3,07/07/2021,3608.12,Check
13739,2629,17,6,6,25/08/2024,3607.9,Check
19962,1984,26,10,8,23/04/2024,3605.86,Bank Transfer
22589,334,28,10,8,07/10/2024,3605.52,Bank Transfer
31388,3229,35,12,4,17/04/2025,3605.52,Check
953,3561,3,1,8,28/12/2022,3601,Check
30291,3619,34,12,4,10/03/2025,3600.52,Bank Transfer
30917,281,35,12,4,24/04/2025,3600.1,Check
31083,2,35,12,3,23/04/2025,3599.92,Credit Card
12913,2441,16,6,5,23/06/2024,3599.14,Bank Transfer
34398,2272,38,13,4,12/04/2024,3598.88,Credit Card
1726,231,4,2,2,02/11/2023,3597.9,Bank Transfer
25035,848,30,11,5,27/11/2024,3597.8,Credit Card
12553,445,16,6,6,29/06/2024,3597.74,Check
37929,3555,42,15,1,28/06/2024,3596.58,Credit Card
48848,579,54,19,3,10/12/2024,3596.58,Bank Transfer
10508,130,13,5,7,29/11/2023,3596.12,Credit Card
30595,3012,35,12,4,22/04/2025,3595.44,Check
12287,3144,15,6,6,16/05/2024,3595,Bank Transfer
30757,2865,35,12,4,20/04/2025,3593.78,Credit Card
9644,1493,12,4,5,16/01/2024,3592.58,Credit Card
51276,19,61,21,5,19/04/2022,3591.68,Check
37788,107,42,15,1,25/06/2024,3591.5,Check
21977,448,28,10,8,06/10/2024,3590.7,Credit Card
21343,3277,28,10,8,09/10/2024,3589.2,Credit Card
25854,890,30,11,6,29/11/2024,3588.97,Check
29967,1960,34,12,7,13/03/2025,3588.12,Check
20674,209,27,10,8,06/08/2024,3587.86,Check
54482,119,67,23,4,06/03/2023,3586.98,Check
26457,4267,31,11,5,04/01/2025,3585.14,Check
9244,970,12,4,6,11/01/2024,3581.3,Check
50543,166,59,21,5,22/01/2022,3580.1,Check
7926,952,7,2,2,22/12/2024,3578.98,Check
24906,218,30,11,5,29/11/2024,3578.36,Bank Transfer
13822,9,17,6,6,12/08/2024,3576.7,Credit Card
15128,3561,19,7,6,12/10/2023,3576.48,Credit Card
30076,44,34,12,7,15/03/2025,3576.46,Check
30315,2470,34,12,4,20/03/2025,3575.2,Bank Transfer
32616,1493,37,13,5,24/02/2024,3574.86,Credit Card
52901,448,64,22,1,22/11/2021,3574.6,Check
47301,2703,53,19,3,10/10/2024,3574.54,Check
27847,4363,32,11,5,02/02/2025,3573.58,Credit Card
48933,630,54,19,3,11/12/2024,3571.64,Bank Transfer
22854,4363,29,11,6,27/12/2024,3570.92,Credit Card
24657,183,30,11,5,26/11/2024,3568.84,Credit Card
35695,4157,39,14,3,30/01/2025,3566.68,Check
29748,3226,34,12,4,21/02/2025,3565.5,Check
463,17,2,1,8,06/10/2022,3563.54,Check
22471,119,28,10,1,06/10/2024,3561.5,Check
47558,1328,53,19,3,10/10/2024,3561,Check
21069,13,28,10,8,03/10/2024,3560.76,Other
8968,3403,11,4,5,08/11/2023,3560.4,Check
11501,4164,14,5,7,29/01/2024,3560.1,Check
34506,2441,38,13,3,14/04/2024,3559.94,Other
34323,241,38,13,3,15/04/2024,3559.64,Credit Card
16040,2387,20,8,3,28/11/2022,3559.04,Check
19525,1027,26,10,8,15/04/2024,3557.9,Check
39033,4723,43,15,1,31/07/2024,3557.88,Other
22132,970,28,10,8,09/10/2024,3557.14,Bank Transfer
53793,2274,66,23,4,30/01/2023,3556.94,Credit Card
22595,599,29,11,5,24/12/2024,3556.08,Check
39071,1027,43,15,1,02/08/2024,3555.94,Credit Card
41886,619,48,17,3,14/08/2024,3555.88,Credit Card
12513,798,16,6,6,02/07/2024,3555.7,Credit Card
16684,130,21,8,3,27/08/2022,3555.18,Bank Transfer
358,102,2,1,8,29/09/2022,3554.86,Check
33401,677,37,13,5,24/02/2024,3554.66,Credit Card
20902,3426,28,10,1,06/10/2024,3554.6,Other
41834,329,48,17,4,14/08/2024,3554.58,Bank Transfer
46685,667,53,19,3,10/10/2024,3553.28,Credit Card
12096,257,15,6,6,06/05/2024,3552.38,Check
27763,2317,32,11,5,26/01/2025,3551.92,Check
39022,358,43,15,1,01/08/2024,3550.54,Bank Transfer
30903,667,35,12,3,24/04/2025,3549.16,Check
30148,281,34,12,4,29/03/2025,3544.52,Credit Card
53730,2719,66,23,4,29/01/2023,3543.66,Check
1807,141,4,2,2,31/10/2023,3543.34,Check
7313,704,7,2,2,08/12/2024,3541.46,Credit Card
2625,1700,5,2,2,06/03/2024,3540.94,Check
29856,2,34,12,7,05/03/2025,3540.04,Check
9176,449,12,4,6,09/01/2024,3538.98,Check
15926,342,20,8,3,25/11/2022,3538.52,Bank Transfer
36510,3588,40,14,3,09/03/2025,3536.38,Bank Transfer
19532,334,26,10,8,19/04/2024,3536.162,Bank Transfer
49496,3144,54,19,3,12/12/2024,3535.24,Credit Card
38835,750,43,15,1,02/08/2024,3535.12,Check
7424,771,7,2,2,20/12/2024,3535.04,Credit Card
8893,3144,11,4,5,08/11/2023,3534,Credit Card
21729,4267,28,10,8,07/10/2024,3533.28,Check
52565,708,64,22,3,22/11/2021,3533.02,Credit Card
16262,966,20,8,3,25/11/2022,3532.92,Credit Card
14720,2880,18,7,5,29/07/2023,3532.46,Credit Card
9646,3778,12,4,6,14/01/2024,3532.06,Bank Transfer
9161,4705,12,4,6,14/01/2024,3531.48,Check
15179,3277,19,7,5,10/10/2023,3531.38,Check
26136,17,30,11,5,30/11/2024,3530.72,Credit Card
28003,4434,32,11,5,05/02/2025,3530.5,Credit Card
15859,1992,20,8,3,28/11/2022,3530.36,Check
32565,308,37,13,3,24/02/2024,3529.78,Check
18651,72,25,9,8,03/08/2024,3529.64,Credit Card
19808,2711,26,10,8,22/04/2024,3528.24,Check
11440,1236,14,5,7,24/01/2024,3527.6,Credit Card
50379,152,58,20,3,13/07/2021,3527.44,Credit Card
34399,3281,38,13,3,15/04/2024,3526.9,Credit Card
31731,2352,36,13,3,01/02/2024,3526.68,Check
12695,257,16,6,6,29/06/2024,3522.76,Check
10590,3144,13,5,7,29/11/2023,3521.44,Check
21452,59,28,10,8,08/10/2024,3521.1,Check
602,567,2,1,8,05/10/2022,3520.98,Check
47123,4323,53,19,3,10/10/2024,3520.66,Credit Card
22858,532,29,11,5,02/12/2024,3519.64,Bank Transfer
11454,659,14,5,4,30/01/2024,3519.52,Check
45209,1223,51,18,3,01/06/2023,3517.96,Check
33403,463,37,13,5,24/02/2024,3517.08,Check
22374,4157,28,10,8,09/10/2024,3517,Credit Card
30210,488,34,12,4,19/03/2025,3516.66,Credit Card
16763,611,21,8,4,23/08/2022,3516.18,Bank Transfer
1117,362,3,1,8,03/01/2023,3514.32,Credit Card
34835,2880,39,14,3,02/02/2025,3514.06,Credit Card
35954,2325,40,14,3,14/03/2025,3513.64,Check
9423,1904,12,4,6,15/01/2024,3512.68,Check
19854,3441,26,10,1,13/04/2024,3510.06,Credit Card
52483,750,64,22,3,22/11/2021,3509.62,Check
25600,750,30,11,5,27/11/2024,3509.604,Bank Transfer
52039,686,62,22,3,24/08/2021,3507.76,Credit Card
29864,44,34,12,4,28/03/2025,3507.74,Check
13387,1307,17,6,6,17/08/2024,3507.62,Credit Card
36217,238,40,14,3,10/03/2025,3507.2,Credit Card
35950,1568,40,14,3,14/03/2025,3505.9,Credit Card
25954,179,30,11,5,27/11/2024,3505.24,Credit Card
28536,140,32,11,5,04/02/2025,3503.9,Credit Card
45591,748,51,18,3,29/05/2023,3503.62,Bank Transfer
35605,1330,39,14,1,02/02/2025,3502.84,Credit Card
42066,281,48,17,4,16/08/2024,3502.56,Credit Card
31367,890,35,12,4,18/04/2025,3501.22,Credit Card
13078,280,16,6,6,18/06/2024,3500.98,Check
31386,4392,35,12,4,20/04/2025,3499.5,Check
27573,339,32,11,5,07/02/2025,3499.3,Check
24232,625,29,11,5,16/12/2024,3497.56,Credit Card
50615,655,59,21,5,20/01/2022,3495.98,Check
50994,185,60,21,5,03/04/2022,3495.14,Credit Card
17767,190,23,8,3,15/11/2022,3493.82,Check
17700,557,23,8,3,16/11/2022,3492.66,Check
7943,431,7,2,8,23/12/2024,3491.9,Bank Transfer
16083,265,20,8,4,26/11/2022,3491.02,Check
14385,463,18,7,5,19/07/2023,3489.3,Credit Card
41756,686,48,17,4,12/08/2024,3486.38,Credit Card
38595,1251,43,15,1,01/08/2024,3483.32,Check
22789,674,29,11,6,04/12/2024,3482.28,Check
18652,4250,25,9,8,01/08/2024,3480.8,Credit Card
48362,2501,53,19,3,10/10/2024,3479.18,Check
10858,557,14,5,7,27/01/2024,3478.96,Credit Card
10670,2242,13,5,7,28/11/2023,3478.92,Bank Transfer
29471,140,33,11,5,12/03/2025,3478.58,Credit Card
7691,3923,7,2,2,20/12/2024,3476.3,Credit Card
14319,75,17,6,6,09/08/2024,3476.22,Check
38652,682,43,15,1,02/08/2024,3475.24,Bank Transfer
36411,532,40,14,1,16th March 2025,3475.16,Credit Card
12489,2454,16,6,6,04/07/2024,3474.7,Credit Card
31530,476,35,12,4,23/04/2025,3474.6,Bank Transfer
45359,2211,51,18,3,28/05/2023,3472.7,Check
13698,307,17,6,6,19/08/2024,3472.34,Bank Transfer
53942,225,66,23,4,30/01/2023,3471.46,Bank Transfer
42211,241,48,17,1,15/08/2024,3471.34,Credit Card
16997,33,22,8,3,02/10/2022,3471.12,Check
35541,3289,39,14,4,26/01/2025,3470.12,Credit Card
2131,521,4,2,2,30/10/2023,3470.06,Check
22486,87,28,10,8,08/10/2024,3469.94,Check
22677,1951,29,11,5,18/12/2024,3469.24,Check
8300,33,9,3,3,23/08/2021,3468.72,Credit Card
12591,129,16,6,6,05/07/2024,3468.34,Credit Card
34752,281,38,13,5,15/04/2024,3466.42,Credit Card
33408,625,37,13,3,24/02/2024,3466.18,Check
28575,3803,32,11,5,08/02/2025,3466.02,Bank Transfer
51551,611,61,21,5,19/04/2022,3465.68,Check
15731,1647,20,8,3,30/11/2022,3465.68,Check
50666,966,59,21,5,19/01/2022,3465.6,Check
11327,209,14,5,7,22/01/2024,3465.38,Credit Card
10980,113,14,5,7,26/01/2024,3465.38,Check
13943,528,17,6,5,17/08/2024,3464.8,Check
33746,339,37,13,5,24/02/2024,3463.64,Credit Card
34280,815,38,13,4,14/04/2024,3463.52,Credit Card
2334,274,5,2,2,04/03/2024,3461.24,Check
29239,3226,33,11,5,29/03/2025,3460.96,Check
36512,513,40,14,3,15/03/2025,3460.92,Credit Card
31066,282,35,12,4,18/04/2025,3460.14,Check
18734,35,25,9,2,17/08/2024,3459.62,Check
18815,4339,25,9,8,10/08/2024,3458.68,Check
36451,2486,40,14,3,13/03/2025,3457.92,Credit Card
18202,750,24,9,8,02/12/2023,3456.866,Check
39053,655,43,15,1,31/07/2024,3456.84,Credit Card
49350,1988,54,19,3,10/12/2024,3456.26,Credit Card
30644,472,35,12,4,21/04/2025,3456.2,Bank Transfer
33979,713,37,13,3,24/02/2024,3455.86,Check
19336,883,26,10,1,18/04/2024,3455.7,Other
14908,212,18,7,5,03/08/2023,3455.42,Credit Card
48576,152,53,19,3,10/10/2024,3453.3,Bank Transfer
20447,883,27,10,8,21/07/2024,3452.66,Other
23848,254,29,11,5,10/12/2024,3452.46,Credit Card
31948,149,36,13,3,19/01/2024,3452.24,Check
20061,2527,27,10,8,09/08/2024,3451.46,Bank Transfer
18825,4737,25,9,8,12/08/2024,3449.94,Check
30385,410,34,12,4,16th March 2025,3449.82,Check
34615,532,38,13,5,10/04/2024,3449.1,Bank Transfer
15830,2865,20,8,3,24/11/2022,3448.56,Other
15258,520,19,7,5,04/10/2023,3448.14,Check
31081,552,35,12,4,21/04/2025,3446.18,Check
32648,790,37,13,5,24/02/2024,3444.3,Check
39116,3723,43,15,1,01/08/2024,3444.02,Check
17503,1045,23,8,3,15/11/2022,3443.4,Credit Card
22942,406,29,11,5,18/12/2024,3442.24,Credit Card
12142,59,15,6,6,11/05/2024,3441.72,Check
8228,2387,9,3,3,23/08/2021,3440.514,Credit Card
20600,631,27,10,1,18/07/2024,3440.08,Check
16648,2454,21,8,3,22/08/2022,3438.26,Bank Transfer
36221,1992,40,14,1,12/03/2025,3438.24,Bank Transfer
50217,3619,58,20,3,13/07/2021,3437.34,Credit Card
20165,3929,27,10,8,10/08/2024,3437.2,Check
16033,335,20,8,4,26/11/2022,3435.78,Check
1543,362,3,1,8,05/01/2023,3434.86,Check
27086,3403,31,11,5,07/01/2025,3433.18,Check
29048,3778,33,11,6,18/03/2025,3433.1,Check
14667,3555,18,7,5,18/07/2023,3433.06,Check
23926,2650,29,11,5,28/12/2024,3432.92,Check
199,679,1,1,8,04/07/2022,3432.28,Check
35157,3781,39,14,3,05/02/2025,3432.1,Check
52701,708,64,22,3,22/11/2021,3431.76,Check
33810,655,37,13,5,24/02/2024,3431.06,Credit Card
32543,268,37,13,5,24/02/2024,3430.98,Bank Transfer
22527,2949,28,10,8,08/10/2024,3430.72,Credit Card
29789,157,34,12,7,07/03/2025,3430.72,Check
13324,2486,17,6,6,18/08/2024,3430.04,Credit Card
32403,1006,37,13,3,24/02/2024,3430.02,Check
31121,708,35,12,7,18/04/2025,3429.28,Check
47705,5,53,19,3,10/10/2024,3428.68,Check
31188,3403,35,12,7,20/04/2025,3428,Bank Transfer
39769,495,44,15,1,05/09/2024,3426.86,Check
49157,848,54,19,3,13/12/2024,3426.42,Check
34438,2527,38,13,5,13/04/2024,3426.28,Credit Card
8194,231,9,3,3,23/08/2021,3425.7,Credit Card
11703,551,15,6,5,12/05/2024,3424.86,Bank Transfer
20919,1647,28,10,8,04/10/2024,3424.66,Check
50025,3229,57,20,5,07/06/2021,3423.462,Check
37477,1625,41,14,3,03/05/2025,3423.04,Check
28543,44,32,11,5,10-Feb-25,3422,Check
34338,2880,38,13,3,10/04/2024,3420.78,Other
16013,358,20,8,3,29/11/2022,3419.84,Credit Card
33542,419,37,13,5,24/02/2024,3418.72,Check
27610,320,32,11,5,09/02/2025,3417.78,Check
27910,44,32,11,6,13/02/2025,3417.54,Check
37855,686,42,15,1,28/06/2024,3415.16,Check
10128,2762,12,4,6,16/01/2024,3414.36,Check
31338,2759,35,12,4,18/04/2025,3413.34,Check
32765,3538,37,13,5,24/02/2024,3411.66,Check
9415,4710,12,4,5,18/01/2024,3406.58,Credit Card
38414,2703,42,15,1,01/07/2024,3406.3,Check
12679,75,16,6,6,06/07/2024,3406.22,Credit Card
34620,674,38,13,5,13/04/2024,3405.96,Check
7368,574,7,2,8,19/12/2024,3403.2,Bank Transfer
50823,2778,60,21,5,20/03/2022,3402.94,Check
54058,44,66,23,4,01/02/2023,3402.76,Bank Transfer
13285,2317,17,6,6,22/08/2024,3402.2,Bank Transfer
49065,3781,54,19,3,12/12/2024,3401,Check
26978,42,31,11,6,30/12/2024,3400.64,Check
1615,231,3,1,8,03/01/2023,3399.44,Check
38356,1988,42,15,1,27/06/2024,3398.54,Check
2996,33,5,2,2,04/03/2024,3398.26,Check
9957,1284,12,4,6,12/01/2024,3397.5,Credit Card
1072,1647,3,1,8,02/01/2023,3396.94,Check
34481,257,38,13,3,14/04/2024,3394.36,Bank Transfer
23518,623,29,11,5,14/12/2024,3394.3,Check
35372,81,39,14,1,01/02/2025,3394.06,Check
42039,1328,48,17,4,13/08/2024,3393.48,Bank Transfer
55606,140,69,24,5,13/10/2021,3393.32,Check
16730,3778,21,8,7,22/08/2022,3392.44,Credit Card
29626,35,34,12,4,23/02/2025,3391.34,Bank Transfer
7761,672,7,2,8,27/12/2024,3390,Check
48491,1487,53,19,3,10/10/2024,3389.7,Check
31427,281,35,12,4,22/04/2025,3389.66,Credit Card
1681,137,4,2,2,17/10/2023,3389.512,Check
33806,4775,37,13,5,24/02/2024,3389.1,Credit Card
9568,683,12,4,6,15/01/2024,3386.66,Credit Card
29955,243,34,12,7,13/03/2025,3386.4,Check
8419,277,10,3,3,02/10/2021,3385.68,Bank Transfer
8901,98,11,4,6,08/11/2023,3383.52,Credit Card
33994,3530,37,13,5,24/02/2024,3383.14,Other
17395,2454,23,8,3,15/11/2022,3381.98,Check
2714,1190,5,2,2,24/02/2024,3380.98,Bank Transfer
49258,3530,54,19,3,14/12/2024,3380.64,Other
16963,619,21,8,4,26/08/2022,3379.76,Check
18221,19,24,9,8,24/11/2023,3377.38,Bank Transfer
12914,141,16,6,6,04/07/2024,3377.16,Check
2660,567,5,2,2,01/03/2024,3377.08,Credit Card
15061,472,19,7,5,02/10/2023,3375.58,Other
35676,152,39,14,3,25/01/2025,3374.58,Check
21440,359,28,10,8,09/10/2024,3373.7,Check
28127,131,32,11,5,07/02/2025,3372.58,Credit Card
19955,4294,26,10,1,18/04/2024,3372.14,Check
7479,2898,7,2,8,26/12/2024,3370.08,Check
20892,1045,28,10,8,05/10/2024,3370.06,Credit Card
1673,223,3,1,8,29/12/2022,3368.8,Check
50642,2880,59,21,5,22/01/2022,3367.66,Check
23918,674,29,11,5,16/12/2024,3367.36,Credit Card
51967,790,62,22,1,24/08/2021,3367.32,Bank Transfer
47114,2703,53,19,3,10/10/2024,3366.62,Credit Card
23329,254,29,11,5,20/12/2024,3366.18,Check
14178,3189,17,6,6,15/08/2024,3366.16,Check
13259,2157,17,6,6,18/08/2024,3364.02,Credit Card
16687,3229,21,8,3,23/08/2022,3361.792,Credit Card
53987,3685,66,23,4,30/01/2023,3361.06,Check
266,108,1,1,8,06/07/2022,3359.2,Check
9589,80,12,4,6,13/01/2024,3359,Credit Card
17222,2607,22,8,3,02/10/2022,3357.96,Bank Transfer
30409,562,34,12,7,15/03/2025,3357.9,Check
21208,713,28,10,8,04/10/2024,3357.58,Credit Card
217,2648,1,1,8,08/07/2022,3357.04,Check
36263,494,40,14,3,13/03/2025,3356.9,Check
8036,1477,7,2,2,24/12/2024,3356.74,Check
21657,1425,28,10,1,10/10/2024,3356.06,Check
13055,320,16,6,6,25/06/2024,3355.22,Check
24142,4584,29,11,5,30/12/2024,3354.86,Credit Card
7968,3715,7,2,2,16/12/2024,3353.48,Credit Card
28694,729,33,11,5,31/03/2025,3353.14,Credit Card
13269,4930,17,6,6,22/08/2024,3352.82,Bank Transfer
31456,1352,35,12,4,22/04/2025,3349.56,Check
30532,2779,34,12,3,18/03/2025,3347.58,Check
42315,2242,48,17,4,09/08/2024,3346.56,Credit Card
16644,4576,21,8,4,25/08/2022,3345.02,Credit Card
17239,59,22,8,4,02/10/2022,3344.98,Check
29307,432,33,11,6,29/03/2025,3344.42,Bank Transfer
26673,631,31,11,5,22/12/2024,3342.62,Check
31365,1634,35,12,7,24/04/2025,3339.22,Check
29841,4742,34,12,4,21/03/2025,3338.1,Check
30328,306,34,12,7,24/03/2025,3336.82,Bank Transfer
24334,98,29,11,5,08/12/2024,3336.48,Credit Card
7495,1957,7,2,2,18/12/2024,3335.58,Credit Card
9712,239,12,4,6,11/01/2024,3335.18,Check
31856,2242,36,13,3,14/01/2024,3334.2,Check
19089,544,25,9,8,20/08/2024,3332.62,Credit Card
24582,80,30,11,5,28/11/2024,3332.2,Check
20724,625,27,10,1,30/07/2024,3330.768,Credit Card
34269,714,38,13,3,10/04/2024,3330.64,Check
29318,631,33,11,5,20/03/2025,3329.256,Check
24056,520,29,11,5,29/12/2024,3328.2,Check
13586,388,17,6,5,22/08/2024,3327.8,Credit Card
37798,39,42,15,1,24/06/2024,3327.2,Check
29497,1888,33,11,5,21/03/2025,3327.14,Check
12601,2629,16,6,6,28/06/2024,3327.04,Check
21843,140,28,10,8,08/10/2024,3326.58,Check
23221,750,29,11,6,25/12/2024,3324.78,Credit Card
22357,35,28,10,8,07/10/2024,3324.5,Check
27372,3,32,11,5,01/02/2025,3323.5,Credit Card
25316,39,30,11,5,26/11/2024,3320.44,Credit Card
17104,2778,22,8,3,03/10/2022,3318.84,Credit Card
35959,4157,40,14,1,16th March 2025,3316.3,Check
11228,2976,14,5,4,01/02/2024,3315.02,Check
24924,257,30,11,5,28/11/2024,3314.88,Check
29893,4992,34,12,4,10/03/2025,3313.5,Credit Card
9231,2486,12,4,6,18/01/2024,3313.16,Check
29357,359,33,11,5,31/03/2025,3312.86,Check
22644,76,29,11,5,19/12/2024,3311.76,Check
35445,19,39,14,3,03/02/2025,3310.28,Check
30928,583,35,12,4,19/04/2025,3307.1,Check
31343,4996,35,12,4,18/04/2025,3306.66,Check
41874,1823,48,17,4,13/08/2024,3306.4,Bank Transfer
51438,414,61,21,5,19/04/2022,3305.68,Other
17136,667,22,8,3,02/10/2022,3304.76,Check
20150,3144,27,10,8,16/07/2024,3303.62,Check
11821,1568,15,6,6,10/05/2024,3303.48,Check
31372,4612,35,12,4,22/04/2025,3303.36,Bank Transfer
53969,655,66,23,4,31/01/2023,3302.58,Check
39199,4875,43,15,1,01/08/2024,3302.3,Check
49260,4576,54,19,3,09/12/2024,3299.78,Check
19703,329,26,10,8,15/04/2024,3298.74,Check
13683,743,17,6,5,21/08/2024,3298.26,Credit Card
30990,4709,35,12,4,23/04/2025,3297.04,Check
12912,702,16,6,6,28/06/2024,3295.68,Check
20044,4946,27,10,8,31/07/2024,3294.86,Check
33759,3426,37,13,4,24/02/2024,3294.38,Check
33664,970,37,13,3,24/02/2024,3294.02,Credit Card
14590,137,18,7,5,04/08/2023,3292.66,Bank Transfer
21853,2686,28,10,8,08/10/2024,3292.44,Check
25427,2663,30,11,6,30/11/2024,3291.82,Credit Card
25851,4272,30,11,5,30/11/2024,3291.56,Credit Card
31740,586,36,13,5,01/02/2024,3291.14,Credit Card
26877,1951,31,11,5,06/01/2025,3289.72,Credit Card
19583,108,26,10,8,19/04/2024,3289.48,Credit Card
28735,3727,33,11,5,19/03/2025,3289.28,Credit Card
34490,326,38,13,5,11/04/2024,3288.92,Check
9958,404,12,4,5,13/01/2024,3287.22,Bank Transfer
42273,141,48,17,4,16/08/2024,3286.72,Check
46656,102,53,19,3,10/10/2024,3285.18,Check
16403,745,20,8,3,30/11/2022,3284.02,Credit Card
28482,3144,32,11,5,03/02/2025,3283.66,Credit Card
30249,1425,34,12,3,16th March 2025,3282.74,Credit Card
16479,33,20,8,7,24/11/2022,3280.84,Credit Card
14258,2762,17,6,5,27/08/2024,3280.84,Check
34013,890,37,13,5,24/02/2024,3279.7,Bank Transfer
24316,116,29,11,5,02/12/2024,3279.18,Check
16636,196,21,8,3,25/08/2022,3278.34,Bank Transfer
48975,4723,54,19,3,11/12/2024,3277.74,Credit Card
54107,3923,66,23,4,28/01/2023,3277.64,Check
27401,14,32,11,5,05/02/2025,3275.02,Credit Card
50373,223,58,20,3,13/07/2021,3274.32,Check
21535,382,28,10,8,08/10/2024,3274.18,Bank Transfer
38412,277,42,15,1,25/06/2024,3273.48,Check
35813,569,40,14,3,16th March 2025,3272.68,Check
41494,3612,46,16,3,16/04/2021,3271.74,Credit Card
49541,716,54,19,3,14/12/2024,3270.94,Check
13950,564,17,6,6,20/08/2024,3270.56,Check
10002,4992,12,4,6,17/01/2024,3270.4,Check
28702,2030,33,11,5,03/04/2025,3269.78,Check
14212,3277,17,6,6,22/08/2024,3269.26,Check
15470,1940,19,7,5,09/10/2023,3267.56,Check
21587,260,28,10,8,09/10/2024,3266.88,Credit Card
11112,274,14,5,7,01/02/2024,3264.26,Check
30441,2272,34,12,4,19/03/2025,3262.3,Check
46788,1045,53,19,3,10/10/2024,3262.24,Credit Card
31475,2063,35,12,4,23/04/2025,3261.44,Credit Card
45154,308,51,18,5,01/06/2023,3260.8,Credit Card
14295,2096,17,6,6,11/08/2024,3260.52,Credit Card
29513,890,33,11,5,11/03/2025,3260.38,Check
11914,890,15,6,5,15/05/2024,3258.02,Check
25441,1,30,11,5,29/11/2024,3257.82,Check
35994,4232,40,14,3,14/03/2025,3257.62,Credit Card
28349,3685,32,11,6,19/01/2025,3256.68,Credit Card
23319,2804,29,11,5,23/12/2024,3256.14,Check
13687,42,17,6,6,03/08/2024,3255.7,Check
13574,4652,17,6,6,09/08/2024,3255.44,Credit Card
15468,137,19,7,6,16/10/2023,3255.3,Check
36388,3915,40,14,3,12/03/2025,3253.32,Credit Card
25033,218,30,11,5,28/11/2024,3250.16,Check
8231,582,9,3,3,23/08/2021,3249.86,Credit Card
28851,2693,33,11,6,01/04/2025,3249.52,Check
7402,707,7,2,8,20/12/2024,3248.72,Check
29503,2650,33,11,6,01/04/2025,3247.06,Credit Card
11688,2501,15,6,6,16/05/2024,3246.2,Check
35440,218,39,14,3,31/01/2025,3245.48,Credit Card
27227,1633,31,11,6,21/12/2024,3244.76,Check
1317,241,3,1,8,04/01/2023,3244.46,Check
26650,2242,31,11,5,04/01/2025,3243.7,Credit Card
25275,589,30,11,5,30/11/2024,3243.2,Bank Transfer
327,750,1,1,8,27/06/2022,3242.98,Check
20894,42,28,10,8,08/10/2024,3242.8,Credit Card
11185,445,14,5,7,28/01/2024,3242.42,Credit Card
2623,674,5,2,2,05/03/2024,3242.24,Check
23451,1284,29,11,6,15/12/2024,3242.18,Credit Card
45574,129,51,18,3,01/06/2023,3240.74,Check
38200,274,42,15,1,01/07/2024,3240.62,Bank Transfer
31040,1328,35,12,4,18/04/2025,3237.04,Check
51877,4186,62,22,1,24/08/2021,3235.52,Credit Card
39100,4267,43,15,1,01/08/2024,3235.04,Bank Transfer
7535,3109,7,2,2,21/12/2024,3234.9,Check
42242,4392,48,17,1,10/08/2024,3234.78,Bank Transfer
13018,677,16,6,6,02/07/2024,3231.86,Bank Transfer
38184,708,42,15,1,24/06/2024,3231.68,Other
789,2242,3,1,8,03/01/2023,3231.66,Credit Card
22947,419,29,11,5,25/12/2024,3231.58,Check
49347,14,54,19,3,14/12/2024,3230.54,Check
11099,218,14,5,7,24/01/2024,3227.06,Credit Card
50533,2778,59,21,5,22/01/2022,3226.5,Check
28247,529,32,11,5,02/02/2025,3226.36,Check
10515,2997,13,5,7,28/11/2023,3226.1,Credit Card
10355,574,13,5,7,26/11/2023,3225.76,Check
10093,3723,12,4,6,14/01/2024,3225.14,Check
22235,1951,28,10,8,07/10/2024,3225,Credit Card
50032,3709,57,20,3,07/06/2021,3224.96,Check
19677,708,26,10,8,21/04/2024,3224.68,Credit Card
50096,3619,57,20,3,07/06/2021,3224.2,Check
39181,42,43,15,1,01/08/2024,3223.96,Check
30010,131,34,12,7,26/03/2025,3223.2,Check
24390,19,30,11,5,29/11/2024,3223.04,Check
14904,463,18,7,5,19/07/2023,3222.56,Check
